doesHaveLinks,doesHaveSpammyWords,LengthOfText,NumberOfSymbols,class,
False,False,111,True,ham
False,False,29,True,ham
True,False,155,True,spam
False,False,49,True,ham
False,False,61,True,ham
True,False,148,True,spam
False,False,77,True,ham
False,False,160,True,ham
True,False,158,True,spam
True,False,154,True,spam
False,False,109,True,ham
True,False,136,True,spam
True,True,156,True,spam
False,False,196,True,ham
False,False,35,True,ham
False,True,149,True,spam
False,False,26,True,ham
False,False,81,True,ham
False,False,58,True,ham
True,False,156,True,spam
False,False,41,True,ham
False,False,49,True,ham
False,False,53,True,ham
False,False,88,True,ham
False,False,57,True,ham
False,False,144,True,ham
False,False,30,True,ham
False,False,134,True,ham
False,False,75,True,ham
False,False,64,True,ham
False,False,130,True,ham
False,False,189,True,ham
False,False,29,True,ham
False,False,84,True,ham
False,False,159,True,ham
False,False,123,True,ham
False,False,47,True,ham
False,False,28,True,ham
False,False,27,True,ham
False,False,155,True,ham
False,False,82,True,ham
False,False,142,True,ham
False,False,172,True,ham
False,False,19,True,ham
False,False,72,True,ham
False,False,32,True,ham
False,False,45,True,ham
False,False,31,True,ham
False,False,67,True,ham
False,False,148,True,ham
False,False,58,True,ham
False,False,124,True,ham
False,False,80,True,ham
False,False,289,True,ham
False,False,120,True,ham
False,False,76,True,ham
True,False,161,True,spam
False,False,34,True,ham
False,False,22,True,ham
False,False,40,True,ham
False,False,108,True,ham
False,False,48,True,ham
False,False,25,True,ham
False,False,56,True,ham
False,False,110,True,ham
False,False,153,True,ham
False,False,122,True,ham
False,False,161,True,ham
False,False,78,True,ham
False,False,34,True,ham
False,False,46,True,ham
False,False,29,True,ham
False,False,45,True,ham
False,False,42,True,ham
False,False,20,True,ham
False,False,43,True,ham
False,False,73,True,ham
False,False,50,True,ham
False,False,42,True,ham
False,False,76,True,ham
False,False,22,True,ham
False,False,32,True,ham
False,False,32,True,ham
False,False,36,True,ham
False,False,14,True,ham
False,False,55,True,ham
False,False,121,True,ham
False,False,144,True,ham
False,False,42,True,ham
False,False,41,True,ham
False,False,62,True,ham
False,False,195,True,ham
False,False,141,True,ham
True,False,139,True,spam
False,False,107,True,ham
False,False,124,True,ham
False,False,33,True,ham
False,False,51,True,ham
False,False,696,True,ham
False,False,44,True,ham
False,False,95,True,ham
False,False,43,True,ham
False,False,82,True,ham
False,False,115,True,ham
False,False,30,True,ham
False,False,40,True,ham
False,False,31,True,ham
False,False,96,True,ham
True,False,159,True,spam
False,False,143,True,ham
False,False,156,True,ham
False,False,153,True,ham
False,False,72,True,ham
False,False,86,True,ham
False,False,144,True,ham
False,False,157,True,ham
False,False,53,True,ham
False,False,156,True,ham
False,False,52,True,ham
False,False,40,True,ham
False,False,20,True,ham
False,False,244,True,ham
False,False,22,True,ham
False,False,107,True,ham
False,False,28,True,ham
False,False,9,True,ham
False,False,39,True,ham
False,False,25,True,ham
False,False,126,True,ham
False,False,162,True,ham
False,True,38,True,spam
False,False,34,True,ham
False,False,46,True,ham
True,False,155,True,spam
False,False,86,True,ham
False,False,33,True,ham
False,False,27,True,ham
False,False,156,True,ham
False,False,42,True,ham
False,False,25,True,ham
False,False,48,True,ham
False,False,159,True,ham
False,False,84,True,ham
False,False,33,True,ham
False,False,30,True,ham
False,False,45,True,ham
False,False,59,True,ham
False,False,25,True,ham
False,False,160,True,ham
False,False,384,True,ham
False,False,28,True,ham
False,False,27,True,ham
False,False,157,True,ham
False,False,124,True,ham
False,False,146,True,ham
False,False,115,True,ham
False,False,64,True,ham
False,False,85,True,ham
False,True,152,True,spam
False,False,155,True,ham
False,False,51,True,ham
True,False,157,True,spam
True,False,74,True,spam
False,False,67,True,ham
False,False,59,True,ham
False,False,50,True,ham
False,False,94,True,ham
False,False,33,True,ham
False,False,105,True,ham
False,False,61,True,ham
False,False,65,True,ham
False,False,26,True,ham
False,False,146,True,ham
False,False,66,True,ham
False,False,126,True,ham
False,False,159,True,ham
False,False,23,True,ham
False,False,65,True,ham
False,False,24,True,ham
False,False,26,True,ham
False,False,152,True,ham
False,False,34,True,ham
True,False,149,True,spam
False,False,55,True,ham
False,False,88,True,ham
False,True,72,True,spam
False,False,185,True,ham
False,False,37,True,ham
False,False,111,True,ham
False,False,92,True,ham
False,False,28,True,ham
False,False,28,True,ham
False,False,64,True,ham
False,False,131,True,ham
False,False,40,True,ham
False,False,28,True,ham
False,False,84,True,ham
False,False,174,True,ham
False,False,24,True,ham
False,False,25,True,ham
False,False,64,True,ham
False,False,156,True,ham
False,False,28,True,ham
False,False,86,True,ham
False,False,39,True,ham
False,False,73,True,ham
False,False,26,True,ham
False,False,23,True,ham
False,False,24,True,ham
False,False,31,True,ham
False,False,58,True,ham
False,False,48,True,ham
False,False,41,True,ham
False,False,32,True,ham
False,False,159,True,ham
False,False,25,True,ham
False,False,161,True,ham
False,False,22,True,ham
False,False,119,True,ham
False,True,143,True,spam
False,False,69,True,ham
False,False,137,True,ham
False,False,30,True,ham
False,False,165,True,ham
False,False,34,True,ham
False,False,109,True,ham
False,False,37,True,ham
False,False,33,True,ham
False,False,48,True,ham
False,False,157,True,ham
False,False,50,True,ham
False,False,65,True,ham
False,False,38,True,ham
False,False,145,True,ham
False,False,145,True,ham
False,False,51,True,ham
False,False,45,True,ham
False,False,83,True,ham
False,False,155,True,ham
